driver_id,lap_number,lap_time,sector1_time,sector2_time,sector3_time,PitInTime,PitOutTime,grid_position,finish_position,conditions,temperature,humidity,tracktemperature,season,race_round,grand_prix
16,16.0,89.099,29.735,23.855,35.509,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,17.0,89.339,29.893,23.953,35.493,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,18.0,88.991,29.781,23.789,35.421,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,19.0,88.926,29.804,23.85,35.272,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,20.0,88.733,29.649,23.791,35.293,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,21.0,88.833,29.714,23.737,35.382,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,22.0,88.905,29.72,23.856,35.329,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,23.0,88.921,29.782,23.829,35.31,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,24.0,89.335,29.884,23.889,35.562,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,25.0,89.205,29.792,23.869,35.544,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,26.0,89.014,29.72,23.886,35.408,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,27.0,89.275,29.894,23.934,35.447,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,28.0,107.729,29.85,23.913,53.966,0 days 01:15:27.249000,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,29.0,93.404,35.296,23.279,34.829,,0 days 01:15:49.014000,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,30.0,87.24,29.07,23.417,34.753,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,31.0,87.775,29.376,23.477,34.922,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,32.0,87.752,29.354,23.439,34.959,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,33.0,88.113,29.508,23.698,34.907,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,34.0,88.115,29.394,23.63,35.091,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,35.0,88.319,29.612,23.82,34.887,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,36.0,87.701,29.391,23.523,34.787,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,37.0,88.044,29.409,23.54,35.095,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,38.0,87.992,29.418,23.55,35.024,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,39.0,87.942,29.417,23.48,35.045,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,40.0,87.728,29.353,23.516,34.859,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,41.0,87.576,29.219,23.493,34.864,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,42.0,87.609,29.317,23.374,34.918,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,43.0,87.55,29.281,23.431,34.838,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,44.0,87.619,29.422,23.393,34.804,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,45.0,87.435,29.316,23.322,34.797,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,46.0,87.529,29.198,23.388,34.943,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,47.0,87.326,29.192,23.28,34.854,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,48.0,87.359,29.245,23.343,34.771,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,49.0,88.09,29.583,23.44,35.067,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,50.0,87.824,29.373,23.392,35.059,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,51.0,90.151,30.832,24.02,35.299,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,52.0,88.283,29.548,23.419,35.316,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,53.0,90.058,29.891,24.421,35.746,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,54.0,90.153,30.475,23.742,35.936,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,55.0,90.138,29.92,23.894,36.324,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,56.0,89.908,30.267,24.094,35.547,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,57.0,90.634,29.948,24.399,36.287,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
16,58.0,86.926,29.006,23.138,34.782,,,5.0,5.0,,,70.1,,2019,1,australian_grand_prix
18,1.0,102.777,,24.995,37.255,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,2.0,92.014,30.966,24.291,36.757,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,3.0,91.558,30.625,24.258,36.675,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,4.0,91.612,30.525,24.415,36.672,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,5.0,91.545,30.67,24.283,36.592,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,6.0,91.104,30.466,24.125,36.513,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,7.0,91.301,30.628,24.18,36.493,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,8.0,91.318,30.567,24.242,36.509,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,9.0,91.113,30.688,24.049,36.376,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,10.0,90.976,30.489,23.976,36.511,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,11.0,90.767,30.392,23.913,36.462,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,12.0,91.081,30.506,24.134,36.441,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,13.0,90.808,30.504,23.987,36.317,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,14.0,90.138,30.213,23.779,36.146,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,15.0,90.077,30.182,23.872,36.023,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,16.0,89.59,30.12,23.674,35.796,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,17.0,89.716,30.104,23.712,35.9,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,18.0,89.565,30.203,23.745,35.617,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,19.0,89.316,29.942,23.7,35.674,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,20.0,89.234,29.875,23.773,35.586,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,21.0,89.231,29.88,23.624,35.727,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,22.0,89.29,29.774,23.777,35.739,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,23.0,89.294,30.069,23.706,35.519,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,24.0,89.13,29.852,23.693,35.585,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,25.0,89.601,29.974,23.77,35.857,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,26.0,89.175,29.841,23.644,35.69,,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,27.0,107.488,29.981,23.755,53.752,0 days 01:14:22.219000,,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
18,28.0,94.0,35.918,23.438,34.644,,0 days 01:14:44.558000,16.0,9.0,,,70.1,,2019,1,australian_grand_prix
